电子产品名,价格（元）,销量（件）,时间,分类,品牌,原价（元）,折扣率（%）,评价数量,好评率（%）,发货地,保修期（月）
OPPO 平板电脑 X8,7361,4006,2024/12/24,平板电脑,OPPO,10437.54,29.48,803,95.74,成都,6
华为 平板电脑 X6,5814,9862,2024/7/26,平板电脑,华为,7180.2,19.03,762,81.81,广州,6
三星 笔记本电脑 X2,12256,6953,2025/1/16,笔记本电脑,三星,13436.4,8.79,862,80.26,北京,24
华为 耳机 X3,801,1212,2024/7/18,耳机,华为,1079.81,25.82,936,90.67,武汉,24
华为 智能穿戴 X4,802,4318,2024/12/1,智能穿戴,华为,1055.48,24.02,563,94.31,广州,18
联想 智能家居 X3,3516,2855,2024/10/5,智能家居,联想,4039.49,12.96,121,80.97,成都,6
索尼 电视 X6,8219,9136,2025/1/31,电视,索尼,10401.13,20.98,805,82.11,成都,6
飞利浦 耳机 X6,621,1606,2024/10/28,耳机,飞利浦,836.71,25.78,206,97.95,深圳,12
索尼 笔记本电脑 X3,19227,18096,2024/7/3,笔记本电脑,索尼,20534.52,6.37,741,95.94,杭州,24
苹果 智能穿戴 X5,801,2708,2024/10/17,智能穿戴,苹果,1174.03,31.77,68,84.98,杭州,24
索尼 智能家居 X1,4504,1576,2025/2/7,智能家居,索尼,6358.38,29.16,366,81.12,上海,12
华为 笔记本电脑 X3,5403,5681,2024/11/3,笔记本电脑,华为,7606.11,28.97,230,81.8,上海,18
小米 电视 X7,9941,3917,2024/10/13,电视,小米,13320.66,25.37,959,87.84,北京,12
小米 智能家居 X5,1039,296,2024/8/12,智能家居,小米,1319.03,21.23,10,94.97,上海,24
三星 平板电脑 X8,7201,3469,2024/8/3,平板电脑,三星,9441.22,23.73,626,85.19,武汉,6
小米 智能穿戴 X8,962,2742,2024/6/19,智能穿戴,小米,1096.23,12.25,950,95.64,成都,18
海尔 耳机 X8,811,596,2024/5/21,耳机,海尔,902.9,10.18,129,84.16,武汉,6
苹果 耳机 X6,546,2492,2024/6/15,耳机,苹果,624.78,12.61,793,84.37,杭州,18
飞利浦 平板电脑 X5,3797,4922,2024/3/19,平板电脑,飞利浦,4969.09,23.59,585,90.63,广州,24
索尼 智能穿戴 X1,972,1771,2024/2/22,智能穿戴,索尼,1414.2,31.27,995,83.32,广州,18
三星 平板电脑 X5,6899,8621,2024/9/27,平板电脑,三星,9109.68,24.27,528,86.82,北京,6
华为 电视 X1,1832,9794,2024/3/20,电视,华为,2166.98,15.46,641,83.53,武汉,18
戴尔 笔记本电脑 X9,14400,14769,2024/7/18,笔记本电脑,戴尔,17660.97,18.46,243,82.34,北京,24
飞利浦 智能家居 X9,1855,1732,2024/6/25,智能家居,飞利浦,2541.31,27.01,959,85.36,上海,24
华为 投影仪 X4,911,4196,2024/11/16,投影仪,华为,1134.49,19.7,867,94.94,成都,6
华为 投影仪 X6,7661,207,2024/2/22,投影仪,华为,10390.97,26.27,816,88.81,武汉,12
三星 投影仪 X2,8712,1295,2024/6/15,投影仪,三星,12266.14,28.98,668,84.44,深圳,18
海尔 电视 X4,10220,5808,2025/1/30,电视,海尔,14678.17,30.37,700,94.18,武汉,12
小米 智能穿戴 X4,567,3126,2024/4/5,智能穿戴,小米,825.33,31.3,675,95.01,杭州,24
苹果 智能穿戴 X10,835,2083,2024/11/11,智能穿戴,苹果,867.42,3.74,849,80.14,成都,24
海尔 平板电脑 X6,874,2080,2024/6/30,平板电脑,海尔,1242.31,29.65,157,82.79,广州,6
联想 笔记本电脑 X10,9011,7269,2024/4/11,笔记本电脑,联想,12672.35,28.89,385,84.68,杭州,18
海尔 笔记本电脑 X10,17173,6147,2024/9/18,笔记本电脑,海尔,23781.59,27.79,566,97.6,北京,24
海尔 智能穿戴 X2,316,2512,2024/11/14,智能穿戴,海尔,411.01,23.12,511,97,广州,18
海尔 平板电脑 X2,3046,6925,2024/6/4,平板电脑,海尔,4374.83,30.37,587,81.21,北京,18
苹果 耳机 X10,955,2017,2024/7/20,耳机,苹果,1282.29,25.52,130,94.5,成都,6
索尼 笔记本电脑 X6,17554,6210,2024/7/16,笔记本电脑,索尼,24111.88,27.2,345,88.59,深圳,6
小米 智能穿戴 X8,1000,4187,2024/3/6,智能穿戴,小米,1004.2,0.42,52,89.51,杭州,12
苹果 笔记本电脑 X3,18272,18868,2024/9/25,笔记本电脑,苹果,25606.34,28.64,562,80.62,成都,6
苹果 电视 X7,3138,3823,2024/6/3,电视,苹果,3862.2,18.75,691,90.12,北京,6
小米 笔记本电脑 X4,10845,18209,2024/12/24,笔记本电脑,小米,12410.43,12.61,710,98.01,武汉,12
索尼 智能家居 X5,1747,931,2024/3/24,智能家居,索尼,2330.24,25.03,173,84.58,上海,12
索尼 笔记本电脑 X9,13578,16228,2024/9/10,笔记本电脑,索尼,20342.49,33.25,979,83.21,北京,24
三星 耳机 X4,249,1466,2024/12/5,耳机,三星,301.09,17.3,430,86.92,深圳,12
OPPO 投影仪 X1,8089,2910,2024/3/21,投影仪,OPPO,11223.83,27.93,360,98.74,武汉,12
联想 智能手机 X4,3271,13374,2024/2/18,智能手机,联想,4513.48,27.53,504,95.22,武汉,18
苹果 电视 X2,14220,8132,2024/6/20,电视,苹果,20811.98,31.67,724,89.74,成都,6
联想 投影仪 X9,2980,1597,2024/3/2,投影仪,联想,3094.62,3.7,342,95.98,北京,12
飞利浦 智能家居 X6,1723,2372,2024/9/23,智能家居,飞利浦,2014.22,14.46,418,90.17,深圳,6
联想 平板电脑 X5,2496,2949,2024/11/16,平板电脑,联想,3304.8,24.47,715,89.36,上海,24
戴尔 智能穿戴 X9,841,310,2024/9/14,智能穿戴,戴尔,1113.75,24.49,150,86.86,广州,24
海尔 智能手机 X4,2927,31543,2024/11/26,智能手机,海尔,3627.38,19.31,820,81.4,北京,24
华为 智能穿戴 X10,163,2911,2024/7/17,智能穿戴,华为,179.46,9.17,737,90.25,杭州,24
飞利浦 平板电脑 X1,1928,8707,2024/2/14,平板电脑,飞利浦,2552.59,24.47,475,80.85,武汉,12
三星 智能手机 X7,2027,15895,2024/6/5,智能手机,三星,2492.41,18.67,411,95.42,深圳,12
华为 智能家居 X8,2767,2351,2024/10/5,智能家居,华为,4041.25,31.53,620,81.1,深圳,18
戴尔 投影仪 X8,3863,4349,2024/7/8,投影仪,戴尔,5609.28,31.13,690,94.19,广州,12
联想 电视 X2,5547,7143,2024/7/17,电视,联想,7320.96,24.23,613,83.07,武汉,18
戴尔 电视 X3,2318,4620,2024/4/22,电视,戴尔,3418.71,32.2,890,92.82,成都,6
联想 电视 X5,2635,1161,2024/8/7,电视,联想,2915.01,9.61,218,95.99,成都,24
华为 智能手机 X2,1719,2149,2024/5/26,智能手机,华为,2057.23,16.44,845,81.18,北京,24
海尔 智能穿戴 X6,649,1487,2024/10/16,智能穿戴,海尔,750.71,13.55,325,88.53,上海,18
华为 智能家居 X2,4690,1961,2025/1/29,智能家居,华为,5256.49,10.78,73,83.39,上海,18
OPPO 智能手机 X2,8406,32430,2024/2/17,智能手机,OPPO,11163.97,24.7,995,92.93,上海,24
戴尔 耳机 X9,958,1318,2024/10/7,耳机,戴尔,1090.01,12.11,256,96.67,深圳,12
索尼 平板电脑 X8,4622,7246,2024/6/15,平板电脑,索尼,6906.35,33.08,186,80.24,杭州,24
联想 平板电脑 X10,651,8360,2024/3/23,平板电脑,联想,797.24,18.34,476,94.6,北京,12
小米 智能家居 X2,1471,2140,2024/12/25,智能家居,小米,2099.13,29.92,796,87.84,杭州,6
联想 投影仪 X2,6231,1088,2024/3/21,投影仪,联想,7857.58,20.7,502,85.02,杭州,24
苹果 投影仪 X5,1838,1842,2024/8/27,投影仪,苹果,2587.74,28.97,406,92.88,广州,12
OPPO 投影仪 X8,3635,3488,2024/4/26,投影仪,OPPO,4491.02,19.06,395,95.33,上海,12
戴尔 电视 X1,8283,6407,2024/7/19,电视,戴尔,12208.65,32.15,88,98.66,北京,12
三星 投影仪 X6,5219,2126,2024/10/27,投影仪,三星,6200.07,15.82,440,95.71,深圳,18
苹果 耳机 X8,707,1973,2024/8/19,耳机,苹果,1043.86,32.27,866,80.37,深圳,6
飞利浦 智能家居 X2,4677,430,2024/3/16,智能家居,飞利浦,4688.39,0.24,697,86.9,北京,24
戴尔 电视 X2,5688,9620,2024/12/27,电视,戴尔,6525.12,12.83,433,98.38,杭州,12
OPPO 智能手机 X8,7536,22020,2024/5/30,智能手机,OPPO,11020.37,31.62,267,86.83,杭州,18
小米 智能家居 X3,2413,2691,2024/9/12,智能家居,小米,2651.53,9,152,89.57,杭州,12
苹果 智能手机 X7,8703,4028,2024/7/21,智能手机,苹果,10900.35,20.16,764,97.95,上海,6
OPPO 智能穿戴 X4,463,2684,2025/1/28,智能穿戴,OPPO,539.99,14.26,695,95.12,上海,24
三星 智能手机 X1,8324,37159,2024/7/16,智能手机,三星,9084.64,8.37,826,91.52,上海,6
华为 智能家居 X8,1310,402,2024/5/24,智能家居,华为,1550.93,15.53,343,83.54,武汉,6
海尔 电视 X4,7856,3236,2024/12/19,电视,海尔,8993.25,12.65,698,85.04,杭州,24
海尔 智能家居 X5,3566,2990,2024/5/25,智能家居,海尔,4998.22,28.65,102,96.5,北京,18
华为 投影仪 X9,4501,3818,2024/4/6,投影仪,华为,5115.46,12.01,643,80.56,北京,12
飞利浦 平板电脑 X2,7125,1507,2024/3/12,平板电脑,飞利浦,9346.18,23.77,764,86.92,广州,18
戴尔 电视 X9,10274,3531,2024/5/30,电视,戴尔,11695.31,12.15,189,91.83,杭州,18
戴尔 耳机 X6,962,2817,2024/2/29,耳机,戴尔,1241.89,22.54,111,85.64,成都,24
飞利浦 电视 X8,9275,4944,2024/8/24,电视,飞利浦,11552.03,19.71,658,98.15,北京,12
三星 电视 X10,5187,6408,2024/10/22,电视,三星,5318.13,2.47,532,94.29,广州,6
小米 智能手机 X9,2938,40811,2024/2/14,智能手机,小米,4246.44,30.81,131,87.06,上海,12
索尼 耳机 X7,741,2546,2024/2/12,耳机,索尼,826.41,10.33,465,88.69,北京,6
戴尔 耳机 X6,98,2822,2024/5/25,耳机,戴尔,119.15,17.75,942,92.85,上海,24
飞利浦 智能穿戴 X4,787,1250,2024/9/27,智能穿戴,飞利浦,1139.2,30.92,789,85.75,上海,12
OPPO 耳机 X7,479,1043,2025/1/30,耳机,OPPO,688.39,30.42,362,97.31,北京,6
华为 耳机 X2,930,2457,2024/12/18,耳机,华为,958.58,2.98,88,98.08,武汉,12
索尼 电视 X5,8895,6215,2024/6/13,电视,索尼,11649.15,23.64,31,91.67,杭州,12
飞利浦 平板电脑 X5,5039,2616,2024/6/20,平板电脑,飞利浦,5809.14,13.26,293,84.3,上海,12
联想 笔记本电脑 X10,17784,14041,2024/3/31,笔记本电脑,联想,19658.21,9.53,444,88,武汉,12
联想 智能家居 X5,2163,906,2024/4/13,智能家居,联想,3222.85,32.89,765,92.07,深圳,18
OPPO 电视 X6,10262,1582,2024/6/26,电视,OPPO,15002.13,31.6,538,88.9,广州,6
联想 智能手机 X9,6137,11289,2024/2/24,智能手机,联想,8543.73,28.17,672,87.52,武汉,18
飞利浦 智能家居 X6,3273,1001,2024/3/25,智能家居,飞利浦,4361.49,24.96,900,86.66,武汉,24
联想 智能穿戴 X2,577,1355,2024/3/15,智能穿戴,联想,623.34,7.43,325,85.86,成都,12
OPPO 电视 X3,2829,2880,2024/12/10,电视,OPPO,2883.28,1.88,493,86.3,北京,6
小米 耳机 X9,732,2962,2025/1/8,耳机,小米,837.7,12.62,627,91.53,武汉,24
华为 平板电脑 X2,2760,3168,2024/9/20,平板电脑,华为,2811.3,1.82,961,91.61,杭州,12
华为 平板电脑 X8,2883,2874,2024/2/9,平板电脑,华为,3951.32,27.04,65,92.53,上海,18
小米 耳机 X2,808,2373,2024/4/10,耳机,小米,1117.25,27.68,967,87.19,杭州,12
三星 智能穿戴 X5,407,2671,2024/11/7,智能穿戴,三星,541.1,24.78,338,96.87,杭州,12
苹果 智能家居 X9,4283,2333,2024/6/12,智能家居,苹果,5587.68,23.35,860,89.88,上海,6
飞利浦 智能手机 X2,3531,26485,2024/11/7,智能手机,飞利浦,3979.76,11.28,59,83.69,武汉,12
小米 智能家居 X3,340,2555,2024/10/17,智能家居,小米,391.51,13.16,727,80.06,深圳,6
华为 耳机 X6,298,2539,2024/7/24,耳机,华为,358.66,16.91,901,80.19,武汉,12
索尼 笔记本电脑 X3,18996,15989,2024/4/1,笔记本电脑,索尼,21399.9,11.23,461,90.78,北京,12
索尼 耳机 X2,582,1381,2024/10/11,耳机,索尼,632.23,7.95,601,98.37,上海,18
OPPO 智能穿戴 X1,366,3784,2024/4/16,智能穿戴,OPPO,528.44,30.74,87,84.58,深圳,6
OPPO 智能家居 X1,3330,292,2024/4/11,智能家居,OPPO,3901.9,14.66,746,90.71,成都,18
华为 智能手机 X1,9632,27325,2024/5/4,智能手机,华为,10302.43,6.51,979,84.94,成都,18
小米 智能穿戴 X3,387,1793,2024/4/15,智能穿戴,小米,387.66,0.17,108,88.94,上海,12
海尔 笔记本电脑 X4,14791,16637,2024/6/20,笔记本电脑,海尔,16186.38,8.62,176,94.19,上海,12
索尼 平板电脑 X1,2932,954,2024/4/3,平板电脑,索尼,4258.9,31.16,35,84.04,深圳,18
华为 电视 X1,14720,2271,2025/1/2,电视,华为,19920.58,26.11,301,84.61,成都,18
联想 电视 X10,6005,4848,2024/10/21,电视,联想,7172.76,16.28,320,92.94,成都,18
飞利浦 智能手机 X3,1712,33653,2024/10/21,智能手机,飞利浦,1962.83,12.78,996,93.5,广州,24
飞利浦 智能家居 X6,4597,2504,2024/11/25,智能家居,飞利浦,5944.37,22.67,675,95.93,上海,24
小米 智能家居 X5,1722,2543,2024/12/25,智能家居,小米,2446.96,29.63,854,88.57,广州,24
OPPO 平板电脑 X1,5527,2012,2024/6/3,平板电脑,OPPO,7781.62,28.97,316,91.32,杭州,24
小米 智能手机 X10,4809,48221,2024/3/3,智能手机,小米,6460.69,25.57,551,97.08,杭州,24
OPPO 耳机 X8,851,2910,2024/10/5,耳机,OPPO,1158.22,26.53,841,84.83,上海,12
海尔 投影仪 X5,8819,1812,2024/5/21,投影仪,海尔,13144.04,32.9,45,89.49,上海,24
华为 智能家居 X7,4027,710,2025/1/22,智能家居,华为,4509.21,10.69,14,90.05,武汉,18
飞利浦 平板电脑 X4,1870,2473,2024/8/7,平板电脑,飞利浦,1879.44,0.5,492,88.26,广州,24
索尼 平板电脑 X6,7588,9192,2024/5/1,平板电脑,索尼,10524.35,27.9,615,89.39,北京,12
三星 投影仪 X4,2321,4368,2024/7/21,投影仪,三星,3269.94,29.02,41,92.09,深圳,24
海尔 智能家居 X4,726,2668,2024/6/11,智能家居,海尔,1018.48,28.72,46,98.38,广州,18
三星 笔记本电脑 X5,4922,2374,2024/10/5,笔记本电脑,三星,7329.77,32.85,609,92.07,成都,18
苹果 投影仪 X9,8133,4419,2024/3/30,投影仪,苹果,8304.08,2.06,749,91.29,广州,6
小米 智能穿戴 X2,683,356,2024/8/22,智能穿戴,小米,724.2,5.69,275,90.19,杭州,18
海尔 笔记本电脑 X4,15037,17799,2024/11/24,笔记本电脑,海尔,21390.78,29.7,109,89.02,成都,18
戴尔 投影仪 X9,3700,3233,2024/4/9,投影仪,戴尔,5325.66,30.53,579,86.01,广州,18
海尔 平板电脑 X8,6644,806,2024/8/7,平板电脑,海尔,7048.93,5.74,228,80.66,北京,24
苹果 笔记本电脑 X9,13827,9151,2024/12/12,笔记本电脑,苹果,13994.61,1.2,561,87.74,成都,6
戴尔 投影仪 X1,4331,2879,2024/11/1,投影仪,戴尔,5466.43,20.77,604,88.32,深圳,6
苹果 智能手机 X10,6057,2252,2024/7/29,智能手机,苹果,7999.36,24.28,54,87.29,成都,12
华为 平板电脑 X3,4335,3685,2024/7/23,平板电脑,华为,5365.64,19.21,798,84.53,武汉,18
戴尔 投影仪 X4,7720,2737,2024/12/30,投影仪,戴尔,9110.59,15.26,143,88.81,深圳,18
联想 投影仪 X1,5957,852,2024/4/10,投影仪,联想,6034.5,1.28,890,92.91,上海,24
联想 智能穿戴 X3,811,4082,2024/6/14,智能穿戴,联想,1112.05,27.07,829,95.9,成都,24
飞利浦 投影仪 X2,2252,900,2024/2/19,投影仪,飞利浦,3113.9,27.68,838,80.28,上海,6
索尼 耳机 X7,107,950,2024/12/29,耳机,索尼,160.17,33.19,337,81.91,深圳,24
小米 智能家居 X9,4869,2774,2024/7/18,智能家居,小米,6045.49,19.46,966,80.83,杭州,6
OPPO 投影仪 X2,3946,1010,2025/2/3,投影仪,OPPO,5408.42,27.04,191,86.71,杭州,24
苹果 智能穿戴 X9,849,2728,2024/4/7,智能穿戴,苹果,1065.67,20.33,434,81.48,广州,6
三星 平板电脑 X4,7474,6203,2024/11/8,平板电脑,三星,11123.56,32.81,789,83.15,北京,12
华为 智能家居 X1,3266,826,2024/9/11,智能家居,华为,4851.57,32.68,71,81.31,杭州,12
联想 智能家居 X10,568,2560,2024/11/28,智能家居,联想,792.22,28.3,621,98.45,杭州,18
华为 平板电脑 X6,7956,6746,2024/6/19,平板电脑,华为,11144.05,28.61,504,88.11,成都,6
华为 平板电脑 X6,4990,4207,2025/1/30,平板电脑,华为,6769.34,26.29,641,82.67,杭州,6
三星 耳机 X9,600,832,2025/2/4,耳机,三星,890.18,32.6,75,95.45,成都,12
OPPO 智能穿戴 X6,209,3002,2024/6/16,智能穿戴,OPPO,273.72,23.64,446,97,上海,12
飞利浦 智能穿戴 X1,202,2626,2024/7/16,智能穿戴,飞利浦,236.98,14.76,886,96.55,广州,18
联想 笔记本电脑 X6,15056,6406,2024/7/21,笔记本电脑,联想,20344.85,26,864,90.31,杭州,18
三星 耳机 X10,453,280,2024/10/28,耳机,三星,505.43,10.37,233,84.51,武汉,6
索尼 电视 X10,3428,5208,2025/1/18,电视,索尼,3693.63,7.19,112,81.54,深圳,12
苹果 智能穿戴 X8,591,2462,2024/11/5,智能穿戴,苹果,835.11,29.23,323,94.87,深圳,12
联想 智能手机 X9,5607,40812,2024/12/9,智能手机,联想,7714.58,27.32,665,85.83,广州,18
索尼 耳机 X10,951,2606,2024/7/16,耳机,索尼,1069.57,11.09,450,96.37,广州,12
索尼 智能穿戴 X7,131,3739,2024/9/28,智能穿戴,索尼,160.6,18.43,710,81.39,深圳,18
海尔 耳机 X10,915,1375,2024/11/15,耳机,海尔,931.46,1.77,546,92.19,北京,24
苹果 笔记本电脑 X6,12599,1807,2024/6/13,笔记本电脑,苹果,18729.75,32.73,634,83.66,广州,18
戴尔 耳机 X7,394,798,2024/4/28,耳机,戴尔,530.57,25.74,712,98.29,杭州,12
索尼 智能手机 X8,3748,39394,2024/8/17,智能手机,索尼,5106.7,26.61,986,91.61,成都,24
海尔 智能家居 X10,2584,1945,2024/3/4,智能家居,海尔,3725.07,30.63,37,83.73,成都,6
小米 智能穿戴 X10,893,2257,2024/8/30,智能穿戴,小米,1331.01,32.91,913,85.05,广州,12
飞利浦 平板电脑 X2,7283,1258,2024/3/9,平板电脑,飞利浦,8709.74,16.38,637,89.5,成都,6
苹果 智能家居 X9,4471,134,2024/4/5,智能家居,苹果,5069.63,11.81,377,85.68,北京,24
三星 平板电脑 X5,4927,6490,2024/11/1,平板电脑,三星,7339.67,32.87,419,98.91,北京,12
苹果 智能家居 X2,2533,2003,2024/8/26,智能家居,苹果,3798.73,33.32,745,95.4,北京,18
飞利浦 智能家居 X3,2607,557,2024/7/4,智能家居,飞利浦,3457.82,24.61,52,80.44,杭州,12
华为 投影仪 X4,2172,2156,2024/3/31,投影仪,华为,2716.74,20.05,496,97.95,广州,24
OPPO 耳机 X8,352,1431,2024/10/27,耳机,OPPO,515.94,31.77,90,82.26,深圳,12
戴尔 智能穿戴 X1,825,1443,2025/2/8,智能穿戴,戴尔,1006.97,18.07,117,83.21,北京,12
索尼 笔记本电脑 X9,15474,10281,2025/1/26,笔记本电脑,索尼,18026.39,14.16,492,93.44,深圳,6
三星 投影仪 X3,8023,1501,2024/9/23,投影仪,三星,9044.38,11.29,575,97.77,深圳,24
华为 电视 X7,4047,9744,2024/10/23,电视,华为,4443.82,8.93,527,88.55,杭州,12
华为 平板电脑 X9,5043,6493,2024/11/2,平板电脑,华为,6930.37,27.23,709,83.59,上海,18
苹果 电视 X6,13754,5091,2024/10/25,电视,苹果,18765.24,26.7,206,90.64,上海,24
苹果 智能穿戴 X6,311,2024,2025/2/1,智能穿戴,苹果,326.34,4.7,114,80.65,成都,6
三星 平板电脑 X9,1680,5685,2024/8/11,平板电脑,三星,2079.77,19.22,929,95.27,上海,18
苹果 智能穿戴 X5,111,4225,2024/9/20,智能穿戴,苹果,144.38,23.12,221,96.5,杭州,18
OPPO 耳机 X5,768,2203,2024/11/29,耳机,OPPO,794.84,3.38,332,85.3,杭州,18
海尔 笔记本电脑 X10,19399,13334,2024/12/9,笔记本电脑,海尔,21760.64,10.85,989,81.26,北京,24
海尔 耳机 X5,827,2175,2024/6/12,耳机,海尔,1199.22,31.04,110,87.36,广州,12
戴尔 电视 X4,5799,7547,2024/2/12,电视,戴尔,7889.77,26.5,165,88.86,成都,12
OPPO 投影仪 X8,754,3285,2024/7/24,投影仪,OPPO,1077.92,30.05,307,88.46,上海,6
三星 耳机 X10,282,2635,2024/9/12,耳机,三星,386.7,27.08,472,82.17,北京,12
飞利浦 投影仪 X3,7924,4466,2024/6/3,投影仪,飞利浦,8746.82,9.41,152,95.62,上海,6
苹果 投影仪 X9,5847,543,2024/11/30,投影仪,苹果,5876.63,0.5,215,87.25,北京,18
OPPO 智能手机 X4,4115,35979,2025/1/22,智能手机,OPPO,4687.61,12.22,838,85.48,上海,12
索尼 耳机 X8,970,1186,2024/3/26,耳机,索尼,1217.96,20.36,574,85.46,深圳,24
OPPO 耳机 X9,894,2348,2024/4/16,耳机,OPPO,1252.93,28.65,654,97.53,广州,6
联想 智能手机 X2,2431,20478,2024/5/3,智能手机,联想,2820.03,13.8,858,91.1,上海,24
索尼 智能家居 X10,3614,2388,2024/8/3,智能家居,索尼,4464.44,19.05,250,91.84,北京,18
小米 智能家居 X6,1391,1490,2025/1/24,智能家居,小米,1564.3,11.08,603,80.5,杭州,6
三星 电视 X9,11742,1606,2024/10/2,电视,三星,13885.83,15.44,216,83.4,上海,18
小米 笔记本电脑 X5,17843,11463,2024/7/30,笔记本电脑,小米,20970.16,14.91,12,84.02,杭州,18
OPPO 电视 X4,14510,2267,2024/11/12,电视,OPPO,17356.78,16.4,375,90.31,深圳,18
联想 智能穿戴 X9,389,801,2025/2/4,智能穿戴,联想,461.07,15.63,638,93.38,广州,12
飞利浦 平板电脑 X3,4149,8257,2024/12/19,平板电脑,飞利浦,4530.19,8.41,568,93.84,武汉,12
飞利浦 耳机 X3,698,2021,2024/4/2,耳机,飞利浦,897.67,22.24,732,92.8,上海,18
戴尔 电视 X2,6819,9958,2024/12/6,电视,戴尔,8631.93,21,418,89.79,上海,18
联想 智能手机 X6,9261,15962,2024/11/24,智能手机,联想,11774.68,21.35,320,82.45,广州,24
联想 智能手机 X6,3918,7604,2024/2/16,智能手机,联想,5363.81,26.95,889,88.4,广州,24
三星 智能家居 X10,3905,2512,2024/3/9,智能家居,三星,4402.3,11.3,407,91.78,深圳,12
苹果 耳机 X4,527,339,2025/1/31,耳机,苹果,779.34,32.38,450,96.98,成都,12
苹果 耳机 X10,588,162,2024/12/18,耳机,苹果,863.35,31.89,981,90.21,上海,6
OPPO 电视 X4,9534,6405,2024/8/16,电视,OPPO,13400.36,28.85,267,81.93,成都,12
飞利浦 平板电脑 X6,1880,8050,2024/11/25,平板电脑,飞利浦,2443.21,23.05,986,84.55,武汉,6
海尔 智能穿戴 X9,817,3487,2024/12/25,智能穿戴,海尔,837.26,2.42,509,97.37,广州,24
苹果 笔记本电脑 X3,4814,7681,2024/7/3,笔记本电脑,苹果,6452.5,25.39,805,92.94,成都,24
小米 智能穿戴 X5,704,2233,2024/5/11,智能穿戴,小米,823.29,14.49,530,85.32,成都,6
联想 电视 X7,5634,5544,2024/3/26,电视,联想,7740.2,27.21,34,86.24,杭州,24
OPPO 电视 X2,5881,4320,2024/7/26,电视,OPPO,8413.26,30.1,648,90.87,武汉,24
OPPO 平板电脑 X7,666,9339,2024/6/23,平板电脑,OPPO,865.83,23.08,797,93.76,上海,24
苹果 智能穿戴 X3,624,400,2024/12/14,智能穿戴,苹果,662.99,5.88,489,94.63,上海,6
索尼 智能穿戴 X3,143,381,2024/9/14,智能穿戴,索尼,200.55,28.7,908,90.71,成都,12
索尼 投影仪 X3,8176,849,2024/10/9,投影仪,索尼,8381.8,2.46,47,92.3,深圳,18
华为 平板电脑 X8,5282,5922,2024/3/12,平板电脑,华为,5604.2,5.75,729,98.74,武汉,12
